,id,predicted_class_,actual_class_,words_matched
573,573,technical,technical,"['turbin', 'door', 'motor', 'limit', 'surfac', 'clean', 'hazard', 'refriger', 'switch', 'rail', 'replac', 'pump', 'counti', 'injuri', 'night', 'press', 'disast', 'bridg', 'movement', 'height', 'pregnanc', 'drill', 'plumb', 'conflict', 'precaut', 'stand', 'verif', 'machineri', 'one', 'fixtur', 'heat', 'jet', 'offici', 'light', 'subordin', 'traffic', 'affili', 'voltag', 'major', 'park', 'roof', 'speed', 'conform', 'elev', 'ethic', 'finger', 'fire', 'estim', 'metal', 'right']"
574,574,technical,technical,"['optim', 'electron', 'amplifi', 'internet', 'volum', 'carrier', 'export', 'gap', 'satellit', 'flight', 'one', 'belief', 'math', 'aerospac', 'architectur', 'connect', 'traffic', 'lifecycl', 'solv', 'avion', 'phase', 'constraint', 'prototyp', 'termin', 'star', 'reliabl', 'metal']"
575,575,technical,technical,"['turbin', 'diseas', 'hazard', 'paperwork', 'aircraft', 'display', 'membership', 'night', 'fuel', 'pto', 'threat', 'discharg', 'badg', 'instrument', 'airport', 'avail', 'chief', 'pilot', 'aviat', 'motion', 'flight', 'medic', 'dexter', 'one', 'jet', 'mechan', 'loss', 'command', 'crew', 'identif', 'helicopt', 'temperatur', 'link', 'except']"
576,576,technical,technical,"['profil', 'limit', 'cell', 'mine', 'logic', 'payment', 'physic', 'web', 'scientist', 'econom', 'one', 'financ', 'messag', 'math', 'analyt', 'statist', 'enterpris', 'women', 'emphasi', 'reconcili', 'text', 'voic']"
577,577,technical,technical,"['return', 'minut', 'door', 'window', 'replac', 'stair', 'dispos', 'player', 'referr', 'match', 'apart', 'plumb', 'stand', 'one', 'pool', 'ladder', 'lock', 'traffic', 'carpentri', 'twist', 'paint', 'circumst', 'snow', 'stock', 'remov', 'quantiti', 'fire', 'expens', 'applianc', 'electr']"
578,578,technical,technical,"['book', 'mind', 'deploy', 'distanc', 'corpor', 'discoveri', 'advoc', 'guardian', 'player', 'motiv', 'autom', 'cycl', 'pipelin', 'deleg', 'edg', 'mentor', 'save', 'creed', 'pregnanc', 'workforc', 'architect', 'conflict', 'philosophi', 'one', 'algorithm', 'audienc', 'architectur', 'desir', 'owner', 'cloud', 'increas', 'compli', 'termin', 'open', 'rotat', 'framework', 'workflow', 'pattern']"
579,579,technical,technical,"['reserv', 'distanc', 'requisit', 'stoop', 'clerk', 'align', 'calendar', 'receipt', 'princip', 'trip', 'creation', 'fume', 'substitut', 'payment', 'climb', 'weather', 'verif', 'one', 'crawl', 'expenditur', 'reconcili', 'parent', 'grant', 'card']"
580,580,technical,technical,"['intervent', 'profit', 'upgrad', 'inquiri', 'equiti', 'sector', 'submiss', 'well', 'discharg', 'gap', 'pilot', 'payer', 'launch', 'pool', 'one', 'expans', 'mileston', 'evid', 'potenti', 'demonstr', 'phase', 'draft', 'analyst', 'reduct', 'incom', 'path', 'equival', 'diagnosi', 'assur', 'coalit', 'workflow']"
581,581,technical,technical,"['limit', 'electron', 'rail', 'replac', 'flow', 'cell', 'transpar', 'circuit', 'logic', 'pto', 'railroad', 'discharg', 'save', 'creed', 'pregnanc', 'schemat', 'd', 'mobil', 'layout', 'one', 'algorithm', 'dollar', 'theori', 'valid', 'evid', 'k', 'sustain', 'prototyp', 'reliabl', 'r', 'estim', 'protect', 'domain', 'diagram', 'enhanc', 'troubleshoot']"
582,582,technical,complex problem solving,"['paperwork', 'address', 'consist', 'intak', 'home', 'advocaci', 'youth', 'adolesc', 'gap', 'child', 'articl', 'outreach', 'one', 'bill', 'light', 'caregiv', 'liaison', 'licensur', 'arrang', 'enrol', 'parent']"
583,583,technical,technical,"['featur', 'distanc', 'help', 'window', 'depend', 'desk', 'classroom', 'error', 'practition', 'root', 'avail', 'web', 'advic', 'configur', 'stand', 'triag', 'one', 'interfac', 'liaison', 'trust', 'circumst', 'ticket', 'frontlin', 'powerpoint', 'paramet', 'licensur', 'confid', 'enhanc', 'troubleshoot']"
584,584,technical,technical,"['autocad', 'replac', 'submiss', 'survey', 'gas', 'tank', 'renov', 'plumb', 'button', 'one', 'complex', 'phase', 'visit', 'liaison', 'conform', 'steam', 'enterpris', 'fire', 'link', 'kitchen', 'estim', 'studio', 'accredit', 'capit']"
585,585,technical,technical,"['centuri', 'pool', 'termin', 'one', 'charact', 'semest', 'admiss', 'curriculum', 'award', 'visit', 'region', 'enrol', 'choic', 'instructor', 'stand', 'walk', 'teacher']"
586,586,technical,complex problem solving,"['feet', 'interpret', 'bargain', 'amount', 'pharmacist', 'align', 'classif', 'reaction', 'prescript', 'piec', 'guard', 'advic', 'medic', 'format', 'one', 'belief', 'math', 'presenc', 'reason', 'acuiti', 'pharmaci', 'overview', 'forefront', 'translat', 'cvs', 'termin', 'lift', 'reservist', 'moment', 'licensur', 'path', 'finger', 'pick', 'poster', 'spous']"
587,587,complex problem solving,complex problem solving,"['climat', 'deploy', 'stabil', 'readi', 'diseas', 'danger', 'anesthetist', 'dust', 'storm', 'calendar', 'combat', 'defens', 'injuri', 'trauma', 'caliburn', 'recoveri', 'evacu', 'practition', 'admiss', 'diplomaci', 'disposit', 'simul', 'territori', 'one', 'garment', 'mail', 'medicin', 'tissu', 'mask', 'gear', 'visit', 'carri', 'compli', 'licensur', 'wear', 'diagnosi', 'face', 'surgeon', 'contin']"
588,588,technical,technical,"['profit', 'amount', 'stream', 'flow', 'supplier', 'floor', 'cycl', 'assembl', 'ownership', 'share', 'match', 'piec', 'philosophi', 'layout', 'econom', 'one', 'launch', 'creativ', 'cut', 'fixtur', 'theori', 'solv', 'major', 'k', 'factori', 'gaug', 'draw', 'updat', 'definit', 'emphasi', 'metal', 'factor']"
589,589,technical,technical,"['definit', 'timelin', 'panel', 'urgenc', 'advertis', 'one', 'genet', 'channel', 'trade', 'schemat', 'phase', 'draw', 'strength', 'retent', 'owner', 'paper', 'diagram', 'player', 'aptitud', 'machineri']"
590,590,complex problem solving,technical,"['climat', 'requisit', 'specimen', 'flow', 'display', 'sampl', 'dispos', 'ppe', 'blood', 'answer', 'telephon', 'one', 'backup', 'bill', 'mail', 'tissu', 'visit', 'draw', 'label', 'dress', 'absenc', 'statist', 'count', 'identif', 'temperatur', 'overtim', 'venipunctur', 'diagnosi', 'find', 'compil', 'expens', 'fluid']"
591,591,technical,technical,"['door', 'limit', 'passeng', 'warn', 'aircraft', 'manual', 'princip', 'bar', 'exit', 'comfort', 'station', 'cargo', 'evacu', 'airport', 'chart', 'weather', 'restrict', 'pilot', 'seri', 'tier', 'weight', 'flight', 'telephon', 'destin', 'one', 'deviat', 'vest', 'light', 'potenti', 'log', 'discrep', 'length', 'gear', 'size', 'delay', 'dress', 'load', 'command', 'crew', 'dispatch', 'baggag', 'count', 'land', 'obtain', 'open', 'privileg', 'assur', 'rout', 'factor', 'card']"
592,592,technical,technical,"['diseas', 'sensit', 'membership', 'advocaci', 'sampl', 'player', 'deleg', 'captur', 'blood', 'disord', 'side', 'continu', 'medic', 'staf', 'one', 'belief', 'bill', 'visitor', 'evid', 'surgeri', 'compass', 'bsi', 'protocol', 'subject', 'infus', 'stock', 'awar', 'emphasi', 'therapi', 'venipunctur', 'sign', 'reconcili', 'diem', 'fellow']"
593,593,technical,technical,"['share', 'pride', 'architectur', 'fulfil', 'solicit', 'match', 'phase', 'expens', 'face', 'analyst', 'warehous', 'logist', 'sponsorship', 'troubleshoot', 'robot', 'autom', 'one']"
594,594,technical,technical,"['motor', 'transmiss', 'trade', 'switch', 'guid', 'chanc', 'head', 'prevent', 'instrument', 'climb', 'cabl', 'restrict', 'weight', 'one', 'visa', 'meter', 'light', 'phase', 'gear', 'accid', 'ground', 'sponsorship', 'termin', 'mindset', 'privileg', 'overtim', 'link', 'perk', 'pipe', 'reliabl', 'electr', 'transform', 'card']"
595,595,technical,technical,"['stay', 'distanc', 'help', 'upgrad', 'stoop', 'priorit', 'even', 'desk', 'establish', 'internet', 'server', 'recoveri', 'script', 'identifi', 'patch', 'climb', 'programm', 'configur', 'staf', 'one', 'financ', 'backup', 'bill', 'negoti', 'connect', 'analyt', 'draft', 'cloud', 'statist', 'spreadsheet', 'percept', 'modif', 'crawl']"
596,596,technical,technical,"['error', 'door', 'identif', 'landscap', 'listen', 'retail', 'one', 'lot', 'solv', 'pilot', 'park', 'classif', 'overview', 'workflow', 'updat']"
597,597,technical,technical,"['electron', 'readi', 'supplier', 'fair', 'volum', 'server', 'circuit', 'laser', 'ownership', 'releas', 'root', 'drill', 'observ', 'one', 'print', 'chair', 'cloud', 'reduct', 'involv', 'peer', 'count', 'conclus', 'imag', 'fabric', 'face', 'determin']"
598,598,technical,technical,"['attorney', 'inspector', 'judg', 'fraud', 'influenc', 'spend', 'counti', 'membership', 'abus', 'save', 'achiev', 'tax', 'verif', 'one', 'dollar', 'court', 'offici', 'valid', 'mail', 'wast', 'auditor', 'enforc', 'advertis', 'submitt', 'reliabl', 'independ']"
599,599,technical,technical,"['sop', 'calcul', 'sme', 'receipt', 'subsidiari', 'percentag', 'player', 'well', 'fuel', 'match', 'one', 'bill', 'k', 'ground', 'load', 'truck', 'demeanor', 'entiti', 'explos', 'women', 'coupl']"
600,600,technical,technical,"['inspector', 'feet', 'electron', 'stoop', 'paperwork', 'aircraft', 'night', 'station', 'height', 'identifi', 'instrument', 'achiev', 'motion', 'continu', 'one', 'print', 'avion', 'absenc', 'wire', 'crew', 'remov', 'temperatur', 'estim', 'airfram', 'troubleshoot']"
601,601,technical,complex problem solving,"['premis', 'chain', 'session', 'root', 'continu', 'philosophi', 'observ', 'staf', 'one', 'evid', 'ceo', 'infect', 'incid', 'retent', 'mechan', 'compli', 'command', 'peer', 'licensur', 'assur', 'modif', 'maintain', 'accredit']"
602,602,technical,technical,"['dot', 'distanc', 'stoop', 'trade', 'amount', 'pump', 'alarm', 'volum', 'percentag', 'station', 'prevent', 'fume', 'climb', 'weather', 'layout', 'one', 'rescu', 'discount', 'wast', 'housekeep', 'correspond', 'draw', 'compli', 'truck', 'lift', 'equival', 'percept', 'commiss', 'encount', 'crawl']"
603,603,technical,technical,"['motor', 'trainer', 'supplier', 'chanc', 'logic', 'autom', 'headquart', 'error', 'fulfil', 'avail', 'conveyor', 'robot', 'machineri', 'one', 'timelin', 'frequenc', 'reason', 'solv', 'protocol', 'speed', 'draw', 'starter', 'warehous', 'capit', 'troubleshoot']"
604,604,complex problem solving,complex problem solving,"['book', 'cash', 'p', 'invoic', 'address', 'receipt', 'desk', 'alarm', 'box', 'climb', 'leas', 'telephon', 'walk', 'one', 'key', 'messag', 'log', 'mail', 'payrol', 'owner', 'ticket', 'updat', 'termin', 'm', 'starter', 'modif', 'maintain', 'deposit']"
605,605,technical,technical,"['acumen', 'permit', 'one', 'stack', 'steam', 'capit', 'forecast', 'pregnanc', 'estim', 'region', 'reliabl', 'load', 'increas', 'card']"
606,606,technical,technical,"['minut', 'featur', 'mind', 'hotel', 'renew', 'advantag', 'stream', 'start', 'devop', 'altern', 'cycl', 'campaign', 'gap', 'match', 'architect', 'one', 'messag', 'visitor', 'discuss', 'architectur', 'hub', 'traffic', 'cloud', 'trust', 'stock', 'win', 'enterpris', 'award', 'perk', 'pattern']"
607,607,technical,technical,"['profil', 'eye', 'diseas', 'cell', 'internet', 'oncolog', 'script', 'payment', 'map', 'scientist', 'immun', 'one', 'pain', 'medicin', 'bank', 'protein', 'analyt', 'draft', 'mechan', 'privaci', 'cancer', 'peer', 'fee', 'open', 'find', 'pharmaceut']"
608,608,technical,technical,"['deploy', 'mine', 'disast', 'pipelin', 'recoveri', 'version', 'tech', 'workforc', 'web', 'scientist', 'intellig', 'acumen', 'one', 'financ', 'algorithm', 'valid', 'potenti', 'complex', 'architectur', 'analyt', 'dealer', 'cloud', 'enterpris', 'confid', 'analys', 'reliabl', 'mathemat']"
609,609,technical,complex problem solving,"['deliver', 'invest', 'amount', 'address', 'priorit', 'align', 'player', 'captur', 'presid', 'map', 'stori', 'tier', 'acumen', 'hat', 'one', 'timelin', 'analyt', 'updat', 'overtim', 'starter', 'acquisit', 'capit', 'transform']"
610,610,technical,technical,"['return', 'electron', 'help', 'fair', 'societi', 'motiv', 'assembl', 'output', 'save', 'stori', 'schemat', 'continuum', 'pilot', 'pregnanc', 'workforc', 'answer', 'conflict', 'd', 'machineri', 'facilit', 'visa', 'one', 'factori', 'draw', 'prototyp', 'sponsorship', 'r', 'moment', 'militari', 'sign']"
611,611,technical,technical,"['stabil', 'clean', 'dust', 'rail', 'spend', 'recognit', 'logist', 'stair', 'subsidiari', 'ppe', 'well', 'dental', 'move', 'movement', 'prescript', 'height', 'weather', 'radio', 'one', 'produc', 'heat', 'ladder', 'iso', 'thought', 'housekeep', 'draft', 'paint', 'load', 'read', 'truck', 'involv', 'close', 'ethic', 'enterpris', 'nose', 'storag', 'path', 'open', 'link', 'percept', 'troubleshoot']"
612,612,technical,technical,"['minut', 'limit', 'feet', 'retail', 'subcontractor', 'forecast', 'supplier', 'sector', 'defens', 'accomplish', 'submiss', 'assembl', 'ownership', 'permit', 'oblig', 'payment', 'date', 'weather', 'aviat', 'mobil', 'bid', 'staf', 'superintend', 'one', 'bill', 'architectur', 'phase', 'owner', 'draw', 'delay', 'agenda', 'updat', 'conform', 'fee', 'portfolio', 'militari', 'estat', 'submitt', 'estim', 'assur', 'warehous', 'pharmaceut', 'extens', 'card']"
613,613,technical,technical,"['featur', 'jira', 'version', 'discharg', 'star', 'creed', 'physic', 'pregnanc', 'equival', 'web', 'framework', 'dataset', 'protect', 'transpar', 'crisi', 'overview', 'mathemat', 'workflow', 'one']"
614,614,complex problem solving,technical,"['interpret', 'flow', 'supplier', 'adult', 'tech', 'exercis', 'blood', 'side', 'inclus', 'workforc', 'stress', 'medic', 'tradit', 'one', 'outpati', 'belief', 'inpati', 'ultrasound', 'technologist', 'phase', 'retent', 'heart', 'popul', 'imag', 'equival', 'find', 'pattern']"
615,615,technical,technical,"['motor', 'clean', 'stoop', 'dust', 'spend', 'even', 'floor', 'stair', 'agent', 'movement', 'avail', 'climb', 'physic', 'workforc', 'tax', 'walk', 'one', 'complex', 'wast', 'lift', 'women', 'open']"
616,616,technical,technical,"['profit', 'malfunct', 'replac', 'valv', 'corpor', 'fair', 'bear', 'bar', 'motiv', 'assembl', 'move', 'output', 'share', 'wage', 'drill', 'match', 'plumb', 'adjust', 'variabl', 'machineri', 'one', 'fixtur', 'produc', 'gear', 'mechan', 'gaug', 'trust', 'snow', 'wire', 'remov', 'win', 'counter', 'overtim', 'wear', 'fabric', 'pipe', 'diagram', 'troubleshoot', 'aptitud']"
617,617,technical,technical,"['deploy', 'chain', 'forecast', 'address', 'align', 'flow', 'strength', 'volum', 'injuri', 'threat', 'marketplac', 'share', 'conjunct', 'tech', 'airport', 'chemistri', 'd', 'intellig', 'segment', 'one', 'financ', 'negoti', 'mentorship', 'incid', 'accid', 'region', 'compli', 'absenc', 'updat', 'win', 'awar', 'termin', 'r', 'portfolio', 'genet', 'usd', 'sell']"
618,618,complex problem solving,complex problem solving,"['mind', 'judg', 'depend', 'equiti', 'discoveri', 'adult', 'receipt', 'societi', 'foundat', 'instructor', 'section', 'sociolog', 'perspect', 'maximum', 'inclus', 'tier', 'allow', 'child', 'philosophi', 'one', 'court', 'theori', 'evid', 'curriculum', 'topic', 'phase', 'chair', 'draft', 'credenti', 'updat', 'entiti', 'close', 'enforc', 'justic', 'open', 'spous', 'grant', 'coupl']"
619,619,technical,technical,"['peer', 'oncolog', 'immunolog', 'd', 'r', 'diseas', 'methodolog', 'make', 'achiev', 'patent', 'requisit', 'inclus', 'discoveri', 'chemistri', 'scientist', 'vaccin', 'attribut', 'one']"
620,620,complex problem solving,technical,"['cash', 'retail', 'clean', 'verifi', 'consist', 'floor', 'digniti', 'altern', 'error', 'station', 'perspect', 'height', 'presid', 'philosophi', 'one', 'guest', 'potenti', 'pain', 'varianc', 'restaur', 'twist', 'vice', 'crew', 'transact', 'spreadsheet', 'atmospher', 'deposit']"
621,621,technical,complex problem solving,"['discharg', 'profit', 'vet', 'connect', 'open', 'poster', 'bank', 'address', 'faith', 'even', 'pilot', 'adult', 'injuri', 'link', 'flight', 'night', 'trauma', 'one']"
622,622,technical,technical,"['mind', 'electron', 'align', 'supplier', 'player', 'laser', 'assembl', 'headquart', 'optic', 'ownership', 'calibr', 'instrument', 'tech', 'root', 'methodolog', 'export', 'disposit', 'procur', 'verif', 'walk', 'one', 'theori', 'asml', 'setup', 'size', 'interfac', 'twist', 'draw', 'sensor', 'finger', 'semiconductor', 'conclus', 'temperatur', 'imag', 'introduct', 'diagnost', 'percept', 'rout', 'troubleshoot']"
623,623,technical,technical,"['motor', 'enjoy', 'feet', 'diagnos', 'distanc', 'help', 'stoop', 'invoic', 'refriger', 'trade', 'amount', 'pump', 'cell', 'establish', 'manual', 'volum', 'percentag', 'player', 'carrier', 'night', 'fact', 'dental', 'pto', 'fume', 'height', 'date', 'tech', 'boiler', 'climb', 'weather', 'achiev', 'procur', 'variabl', 'price', 'one', 'creativ', 'heat', 'attir', 'frequenc', 'discount', 'k', 'mechan', 'ground', 'hair', 'paper', 'correspond', 'crawl', 'uniform', 'compli', 'truck', 'appear', 'fee', 'conclus', 'overtim', 'temperatur', 'award', 'rotat', 'percept', 'estim', 'commiss', 'hvac', 'diagram', 'encount', 'card']"
624,624,technical,technical,"['featur', 'commerci', 'invest', 'window', 'spend', 'advisor', 'internet', 'display', 'classif', 'server', 'revis', 'voic', 'reput', 'tier', 'web', 'intellig', 'outreach', 'one', 'messag', 'iso', 'anim', 'complex', 'architectur', 'mail', 'lesson', 'major', 'interfac', 'k', 'owner', 'command', 'ticket', 'statist', 'updat', 'win', 'enterpris', 'award', 'link', 'troubleshoot', 'workflow', 'transform', 'librari']"
625,625,technical,technical,"['choic', 'hear', 'priorit', 'mine', 'volum', 'server', 'fact', 'creation', 'output', 'box', 'intellig', 'scientist', 'observ', 'weight', 'one', 'creativ', 'financ', 'thought', 'solv', 'analyt', 'analyst', 'paper', 'pharmaci', 'urgenc', 'finger', 'conclus', 'analys', 'independ', 'aptitud']"
626,626,technical,technical,"['motor', 'readi', 'hazard', 'priorit', 'pump', 'receipt', 'manual', 'gas', 'session', 'box', 'sheet', 'avail', 'drill', 'plumb', 'one', 'pool', 'backup', 'light', 'housekeep', 'ground', 'paint', 'socket', 'tape', 'fax', 'overtim', 'imag', 'pipe']"
627,627,technical,technical,"['diseas', 'script', 'methodolog', 'tier', 'web', 'variabl', 'one', 'style', 'complex', 'architectur', 'aw', 'demonstr', 'solv', 'reason', 'cloud', 'heart', 'peer', 'women', 'therapi', 'find', 'encount', 'mathemat', 'extens', 'pattern']"
628,628,technical,technical,"['motor', 'electron', 'supplier', 'manual', 'circuit', 'propuls', 'creation', 'assembl', 'logic', 'autom', 'root', 'schemat', 'diagram', 'procur', 'robot', 'one', 'bill', 'theori', 'voltag', 'draw', 'prototyp', 'speed', 'wire', 'stock', 'metric', 'vet', 'enterpris', 'sensor', 'temperatur', 'compil', 'reliabl', 'troubleshoot']"
629,629,technical,technical,"['electron', 'diagnos', 'supplier', 'cell', 'altern', 'circuit', 'assembl', 'ownership', 'calibr', 'instrument', 'weld', 'guard', 'adjust', 'procur', 'articl', 'one', 'fixtur', 'valid', 'setup', 'draft', 'draw', 'prototyp', 'wire', 'stock', 'peer', 'lift', 'semiconductor', 'conclus', 'subsystem', 'fabric', 'find', 'reliabl', 'troubleshoot']"
